"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"
"433"	"T.cells.CD8"	"V241"	-0.120892769	7.58e-67
"434"	"T.cells.CD8"	"V255"	-0.027993469	6.73e-05
"435"	"T.cells.CD8"	"V256"	-0.054657452	6.9e-15
"436"	"T.cells.CD8"	"V260"	-0.019221836	0.006210044
"437"	"T.cells.CD8"	"V261"	-0.226670801	1.96e-234
"438"	"T.cells.CD8"	"V268"	0.035654889	3.83e-07
"439"	"T.cells.CD8"	"V270"	-0.047813638	9.75e-12
"440"	"T.cells.CD8"	"V281"	0.049026603	2.89e-12
"441"	"T.cells.CD8"	"V284"	-0.204140442	1.36e-189
"442"	"T.cells.CD8"	"V286"	-0.034198467	1.12e-06
"443"	"T.cells.CD8"	"V287"	-0.082437486	6.66e-32
"444"	"T.cells.CD8"	"V294"	0.085304251	4.76e-34
"445"	"T.cells.CD8"	"V308"	0.002168967	0.757509707
"446"	"T.cells.CD8"	"V327"	-0.020021293	0.004367592
"447"	"T.cells.CD8"	"V337"	-0.034835253	7.04e-07
"448"	"T.cells.CD8"	"V362"	0.014786875	0.035289083
"449"	"T.cells.CD8"	"V370"	-0.005980059	0.394620174
"450"	"T.cells.CD8"	"V375"	0.030511624	1.4e-05
"451"	"T.cells.CD8"	"V385"	0.035007169	6.2e-07
"452"	"T.cells.CD8"	"V386"	-0.004468154	0.524747397
"453"	"T.cells.CD8"	"V392"	-0.048098757	7.34e-12
"454"	"T.cells.CD8"	"V393"	0.116934987	1.25e-62
"455"	"T.cells.CD8"	"V400"	0.065272497	1.39e-20
"456"	"T.cells.CD8"	"V403"	0.020275814	0.00389482
"457"	"T.cells.CD8"	"V405"	0.021989503	0.0017446
"458"	"T.cells.CD8"	"V423"	0.129426477	2e-76
"459"	"T.cells.CD8"	"V431"	0.015137934	0.031161268
"460"	"T.cells.CD8"	"V435"	-0.02823132	5.83e-05
"461"	"T.cells.CD8"	"V451"	-0.124103743	2.26e-70
"462"	"T.cells.CD8"	"V452"	0.152724278	5.16e-106
"463"	"T.cells.CD8"	"V455"	-0.008544646	0.223850924
"464"	"T.cells.CD8"	"V458"	-0.084376211	2.4e-33
"465"	"T.cells.CD8"	"V461"	0.047207218	1.77e-11
"466"	"T.cells.CD8"	"V464"	0.063197491	2.15e-19
"467"	"T.cells.CD8"	"V469"	0.067918632	3.69e-22
"468"	"T.cells.CD8"	"V473"	-0.023178182	0.000967346
"469"	"T.cells.CD8"	"V479"	0.03054343	1.37e-05
"470"	"T.cells.CD8"	"V484"	0.035645074	3.86e-07
"471"	"T.cells.CD8"	"V493"	0.096090947	8.81e-43
"472"	"T.cells.CD8"	"V504"	0.001281378	0.855265625
"473"	"T.cells.CD8"	"V519"	0.009767774	0.164384675
"474"	"T.cells.CD8"	"V527"	0.125200716	1.34e-71
"475"	"T.cells.CD8"	"V528"	0.06532627	1.29e-20
"476"	"T.cells.CD8"	"V533"	0.015838307	0.024150715
"477"	"T.cells.CD8"	"V537"	0.030116545	1.8e-05
"478"	"T.cells.CD8"	"V562"	-0.056918933	5.1e-16
"479"	"T.cells.CD8"	"V570"	-0.019657681	0.005133425
"480"	"T.cells.CD8"	"V576"	0.06615	4.23e-21
"481"	"T.cells.CD8"	"V590"	0.141587097	3.08e-91
"482"	"T.cells.CD8"	"V592"	0.092979978	3.72e-40
"483"	"T.cells.CD8"	"V611"	0.104043291	6.87e-50
"484"	"T.cells.CD8"	"V625"	-0.0143583	0.04095273
"485"	"T.cells.CD8"	"V626"	-0.032102789	4.85e-06
"486"	"T.cells.CD8"	"V628"	-0.137453906	4.75e-86
"487"	"T.cells.CD8"	"V632"	-0.052198349	1.04e-13
"488"	"T.cells.CD8"	"V645"	0.017124286	0.014776153
"489"	"T.cells.CD8"	"V648"	-0.01215011	0.083696228
"490"	"T.cells.CD8"	"V657"	0.048246406	6.34e-12
"491"	"T.cells.CD8"	"V658"	0.00356431	0.611887626
"492"	"T.cells.CD8"	"V662"	-0.040299053	9.53e-09
"493"	"T.cells.CD8"	"V663"	-0.043948275	3.87e-10
"494"	"T.cells.CD8"	"V675"	-0.026529283	0.000158661
"495"	"T.cells.CD8"	"V677"	-0.119945409	7.98e-66
"496"	"T.cells.CD8"	"V678"	0.042431355	1.51e-09
"497"	"T.cells.CD8"	"V681"	0.097639981	4.03e-44
"498"	"T.cells.CD8"	"V684"	-0.079425583	9.97e-30
"499"	"T.cells.CD8"	"V689"	-0.062010694	9.95e-19
"500"	"T.cells.CD8"	"V702"	-0.066715217	1.95e-21
"501"	"T.cells.CD8"	"V703"	-0.020329876	0.00380059
"502"	"T.cells.CD8"	"V710"	-0.033767922	1.52e-06
"503"	"T.cells.CD8"	"V719"	0.053592823	2.27e-14
"504"	"T.cells.CD8"	"V723"	-0.003371233	0.631301272
"505"	"T.cells.CD8"	"V731"	0.055178572	3.82e-15
"506"	"T.cells.CD8"	"V743"	0.088563484	1.41e-36
"507"	"T.cells.CD8"	"V746"	-0.074908352	1.29e-26
"508"	"T.cells.CD8"	"V750"	-0.148515519	2.71e-100
"509"	"T.cells.CD8"	"V759"	-0.157032262	4.84e-112
"510"	"T.cells.CD8"	"V772"	-0.044152921	3.21e-10
"511"	"T.cells.CD8"	"V774"	0.036424998	2.14e-07
"512"	"T.cells.CD8"	"V790"	0.012011534	0.087283886
"513"	"T.cells.CD8"	"V792"	-0.019234473	0.006176165
"514"	"T.cells.CD8"	"V794"	0.123590264	8.4e-70
"515"	"T.cells.CD8"	"V802"	0.146417869	1.67e-97
"516"	"T.cells.CD8"	"V804"	0.094535872	1.86e-41
"517"	"T.cells.CD8"	"V810"	0.029883645	2.09e-05
"518"	"T.cells.CD8"	"V814"	-0.038148917	5.56e-08
"519"	"T.cells.CD8"	"V817"	-0.022499456	0.00135909
"520"	"T.cells.CD8"	"V820"	0.04413481	3.26e-10
"521"	"T.cells.CD8"	"V821"	0.316060957	0
"522"	"T.cells.CD8"	"V822"	0.041275439	4.15e-09
"523"	"T.cells.CD8"	"V823"	0.065753339	7.24e-21
"524"	"T.cells.CD8"	"V830"	-0.096066875	9.24e-43
"525"	"T.cells.CD8"	"V834"	-0.006804366	0.332738718
"526"	"T.cells.CD8"	"V838"	0.049496841	1.79e-12
"527"	"T.cells.CD8"	"V844"	-0.043595567	5.34e-10
"528"	"T.cells.CD8"	"V851"	-0.003036517	0.665560484
"529"	"T.cells.CD4.naive"	"V13"	0.078147717	7.89e-29
"530"	"T.cells.CD4.naive"	"V14"	0.000684853	0.922338292
"531"	"T.cells.CD4.naive"	"V17"	-0.053418861	2.75e-14
"532"	"T.cells.CD4.naive"	"V23"	-0.034207948	1.11e-06
"533"	"T.cells.CD4.naive"	"V25"	0.09084867	2.09e-38
"534"	"T.cells.CD4.naive"	"V27"	-0.05498378	4.77e-15
"535"	"T.cells.CD4.naive"	"V37"	0.001224682	0.861603377
"536"	"T.cells.CD4.naive"	"V40"	-0.021149049	0.002604728
"537"	"T.cells.CD4.naive"	"V52"	0.000916048	0.89625041
"538"	"T.cells.CD4.naive"	"V54"	0.059740337	1.71e-17
"539"	"T.cells.CD4.naive"	"V67"	0.039143538	2.49e-08
"540"	"T.cells.CD4.naive"	"V68"	-0.029814014	2.19e-05
"541"	"T.cells.CD4.naive"	"V83"	0.074104328	4.41e-26
"542"	"T.cells.CD4.naive"	"V94"	0.036121939	2.69e-07
"543"	"T.cells.CD4.naive"	"V100"	0.011767023	0.093916041
"544"	"T.cells.CD4.naive"	"V112"	-0.048831154	3.52e-12
"545"	"T.cells.CD4.naive"	"V118"	-0.202726014	6e-187
"546"	"T.cells.CD4.naive"	"V119"	0.039747463	1.51e-08
"547"	"T.cells.CD4.naive"	"V140"	-0.004726942	0.501021348
"548"	"T.cells.CD4.naive"	"V142"	0.032507355	3.68e-06
"549"	"T.cells.CD4.naive"	"V149"	0.048942007	3.15e-12
"550"	"T.cells.CD4.naive"	"V150"	-0.003885913	0.58015284
"551"	"T.cells.CD4.naive"	"V155"	0.081639401	2.56e-31
"552"	"T.cells.CD4.naive"	"V157"	0.072999319	2.34e-25
"553"	"T.cells.CD4.naive"	"V159"	-0.019317196	0.005958473
"554"	"T.cells.CD4.naive"	"V166"	0.099064152	2.26e-45
"555"	"T.cells.CD4.naive"	"V180"	0.037075138	1.3e-07
"556"	"T.cells.CD4.naive"	"V184"	-0.081013882	7.27e-31
"557"	"T.cells.CD4.naive"	"V189"	-0.021020974	0.002765535
"558"	"T.cells.CD4.naive"	"V190"	-0.010915475	0.120217041
"559"	"T.cells.CD4.naive"	"V205"	0.037689801	8e-08
"560"	"T.cells.CD4.naive"	"V219"	0.052936163	4.67e-14
"561"	"T.cells.CD4.naive"	"V222"	0.035837048	3.34e-07
"562"	"T.cells.CD4.naive"	"V227"	0.053037658	4.18e-14
"563"	"T.cells.CD4.naive"	"V231"	0.041047325	5.05e-09
"564"	"T.cells.CD4.naive"	"V238"	-0.040930418	5.58e-09
"565"	"T.cells.CD4.naive"	"V241"	-0.03959987	1.71e-08
"566"	"T.cells.CD4.naive"	"V255"	-0.042973053	9.36e-10
"567"	"T.cells.CD4.naive"	"V256"	-0.034436603	9.41e-07
"568"	"T.cells.CD4.naive"	"V260"	0.014238016	0.042674359
"569"	"T.cells.CD4.naive"	"V261"	0.013919535	0.047530668
"570"	"T.cells.CD4.naive"	"V268"	0.022070953	0.001676943
"571"	"T.cells.CD4.naive"	"V270"	-0.063473007	1.5e-19
"572"	"T.cells.CD4.naive"	"V281"	0.031490841	7.33e-06
"573"	"T.cells.CD4.naive"	"V284"	-0.071672565	1.69e-24
"574"	"T.cells.CD4.naive"	"V286"	-0.023397374	0.000865128
"575"	"T.cells.CD4.naive"	"V287"	-0.04792447	8.73e-12
"576"	"T.cells.CD4.naive"	"V294"	0.045540753	8.81e-11
"577"	"T.cells.CD4.naive"	"V308"	0.000705836	0.919966709
"578"	"T.cells.CD4.naive"	"V327"	0.002493776	0.722597589
"579"	"T.cells.CD4.naive"	"V337"	-0.044740765	1.87e-10
"580"	"T.cells.CD4.naive"	"V362"	-0.007117269	0.310985909
"581"	"T.cells.CD4.naive"	"V370"	0.01060276	0.131210788
"582"	"T.cells.CD4.naive"	"V375"	0.013676781	0.051537154
"583"	"T.cells.CD4.naive"	"V385"	0.044442	2.46e-10
"584"	"T.cells.CD4.naive"	"V386"	0.037101478	1.27e-07
"585"	"T.cells.CD4.naive"	"V392"	0.035461543	4.43e-07
"586"	"T.cells.CD4.naive"	"V393"	0.073325724	1.43e-25
"587"	"T.cells.CD4.naive"	"V400"	0.047552809	1.26e-11
"588"	"T.cells.CD4.naive"	"V403"	0.055138849	4e-15
"589"	"T.cells.CD4.naive"	"V405"	0.01717243	0.0144983
"590"	"T.cells.CD4.naive"	"V423"	0.031776003	6.06e-06
"591"	"T.cells.CD4.naive"	"V431"	0.040957461	5.45e-09
"592"	"T.cells.CD4.naive"	"V435"	0.002601056	0.711188232
"593"	"T.cells.CD4.naive"	"V451"	-0.112124501	1.06e-57
"594"	"T.cells.CD4.naive"	"V452"	0.005406304	0.441541617
"595"	"T.cells.CD4.naive"	"V455"	-0.019635513	0.005183822
"596"	"T.cells.CD4.naive"	"V458"	-0.044370355	2.63e-10
"597"	"T.cells.CD4.naive"	"V461"	0.020423345	0.003642548
"598"	"T.cells.CD4.naive"	"V464"	0.043162132	7.9e-10
"599"	"T.cells.CD4.naive"	"V469"	0.03080569	1.15e-05
"600"	"T.cells.CD4.naive"	"V473"	-0.038218285	5.26e-08
"601"	"T.cells.CD4.naive"	"V479"	0.015345416	0.028922051
"602"	"T.cells.CD4.naive"	"V484"	-0.002182935	0.755997524
"603"	"T.cells.CD4.naive"	"V493"	0.05412304	1.26e-14
"604"	"T.cells.CD4.naive"	"V504"	0.012201978	0.082384469
"605"	"T.cells.CD4.naive"	"V519"	0.030535568	1.38e-05
"606"	"T.cells.CD4.naive"	"V527"	0.052474679	7.73e-14
"607"	"T.cells.CD4.naive"	"V528"	0.341362709	0
"608"	"T.cells.CD4.naive"	"V533"	0.014658961	0.036904946
"609"	"T.cells.CD4.naive"	"V537"	0.003109257	0.658052508
"610"	"T.cells.CD4.naive"	"V562"	-0.03352734	1.81e-06
"611"	"T.cells.CD4.naive"	"V570"	-0.006403384	0.362015919
"612"	"T.cells.CD4.naive"	"V576"	-0.000256148	0.970913462
"613"	"T.cells.CD4.naive"	"V590"	-0.002182945	0.755996419
"614"	"T.cells.CD4.naive"	"V592"	-0.01273205	0.069912101
"615"	"T.cells.CD4.naive"	"V611"	0.077402548	2.6e-28
"616"	"T.cells.CD4.naive"	"V625"	-0.013765964	0.050033593
"617"	"T.cells.CD4.naive"	"V626"	-0.015300261	0.029397221
"618"	"T.cells.CD4.naive"	"V628"	0.034876619	6.83e-07
"619"	"T.cells.CD4.naive"	"V632"	-0.021747861	0.001960363
"620"	"T.cells.CD4.naive"	"V645"	0.004312281	0.539310632
"621"	"T.cells.CD4.naive"	"V648"	-0.007052917	0.315381156
"622"	"T.cells.CD4.naive"	"V657"	-0.006339005	0.366862481
"623"	"T.cells.CD4.naive"	"V658"	-0.03517238	5.49e-07
"624"	"T.cells.CD4.naive"	"V662"	-0.009262902	0.187302326
"625"	"T.cells.CD4.naive"	"V663"	-0.016073721	0.022123509
"626"	"T.cells.CD4.naive"	"V675"	0.067983779	3.37e-22
"627"	"T.cells.CD4.naive"	"V677"	-0.035865612	3.27e-07
"628"	"T.cells.CD4.naive"	"V678"	0.005435397	0.439088106
"629"	"T.cells.CD4.naive"	"V681"	0.159768664	5.81e-116
"630"	"T.cells.CD4.naive"	"V684"	-0.04844074	5.22e-12
"631"	"T.cells.CD4.naive"	"V689"	-0.002493393	0.722638441
"632"	"T.cells.CD4.naive"	"V702"	-0.016412567	0.019465977
"633"	"T.cells.CD4.naive"	"V703"	-0.016845878	0.016476785
"634"	"T.cells.CD4.naive"	"V710"	-0.021852173	0.001864382
"635"	"T.cells.CD4.naive"	"V719"	0.054095108	1.3e-14
"636"	"T.cells.CD4.naive"	"V723"	0.046734497	2.81e-11
"637"	"T.cells.CD4.naive"	"V731"	0.036217323	2.51e-07
"638"	"T.cells.CD4.naive"	"V743"	0.062779201	3.7e-19
"639"	"T.cells.CD4.naive"	"V746"	-0.033459214	1.9e-06
"640"	"T.cells.CD4.naive"	"V750"	-0.088663907	1.17e-36
"641"	"T.cells.CD4.naive"	"V759"	-0.078118009	8.28e-29
"642"	"T.cells.CD4.naive"	"V772"	-0.06154069	1.81e-18
"643"	"T.cells.CD4.naive"	"V774"	0.068370667	1.96e-22
"644"	"T.cells.CD4.naive"	"V790"	0.030435281	1.47e-05
"645"	"T.cells.CD4.naive"	"V792"	0.027394196	9.61e-05
"646"	"T.cells.CD4.naive"	"V794"	0.09755521	4.78e-44
"647"	"T.cells.CD4.naive"	"V802"	0.013222846	0.059788052
"648"	"T.cells.CD4.naive"	"V804"	0.049408092	1.96e-12
"649"	"T.cells.CD4.naive"	"V810"	-0.02466457	0.000445529
"650"	"T.cells.CD4.naive"	"V814"	-0.047588352	1.22e-11
"651"	"T.cells.CD4.naive"	"V817"	-0.008950525	0.202616628
"652"	"T.cells.CD4.naive"	"V820"	0.005494825	0.434100721
"653"	"T.cells.CD4.naive"	"V821"	0.205784933	1.08e-192
"654"	"T.cells.CD4.naive"	"V822"	0.031385929	7.86e-06
"655"	"T.cells.CD4.naive"	"V823"	0.044733374	1.88e-10
"656"	"T.cells.CD4.naive"	"V830"	-0.038765767	3.38e-08
"657"	"T.cells.CD4.naive"	"V834"	-0.044316719	2.76e-10
"658"	"T.cells.CD4.naive"	"V838"	0.073711949	8e-26
"659"	"T.cells.CD4.naive"	"V844"	-0.023512922	0.000815365
"660"	"T.cells.CD4.naive"	"V851"	-0.047963245	8.4e-12
"661"	"T.cells.CD4.memory.resting"	"V13"	-0.090746768	2.52e-38
"662"	"T.cells.CD4.memory.resting"	"V14"	0.054348335	9.77e-15
"663"	"T.cells.CD4.memory.resting"	"V17"	-0.017252735	0.014045085
"664"	"T.cells.CD4.memory.resting"	"V23"	0.032601339	3.45e-06
"665"	"T.cells.CD4.memory.resting"	"V25"	-0.046072397	5.31e-11
"666"	"T.cells.CD4.memory.resting"	"V27"	-0.161824055	5.93e-119
"667"	"T.cells.CD4.memory.resting"	"V37"	0.216081109	1.02e-212
"668"	"T.cells.CD4.memory.resting"	"V40"	-0.006381585	0.363652442
"669"	"T.cells.CD4.memory.resting"	"V52"	0.006910615	0.325244698
"670"	"T.cells.CD4.memory.resting"	"V54"	0.02068729	0.00322799
"671"	"T.cells.CD4.memory.resting"	"V67"	-0.057180432	3.75e-16
"672"	"T.cells.CD4.memory.resting"	"V68"	-0.104164321	5.3e-50
"673"	"T.cells.CD4.memory.resting"	"V83"	-0.068416719	1.83e-22
"674"	"T.cells.CD4.memory.resting"	"V94"	0.056270315	1.09e-15
"675"	"T.cells.CD4.memory.resting"	"V100"	-0.040709432	6.74e-09
"676"	"T.cells.CD4.memory.resting"	"V112"	-0.021887328	0.001833019
"677"	"T.cells.CD4.memory.resting"	"V118"	0.031993501	5.23e-06
"678"	"T.cells.CD4.memory.resting"	"V119"	0.085003263	8.06e-34
"679"	"T.cells.CD4.memory.resting"	"V140"	-0.037043719	1.33e-07
"680"	"T.cells.CD4.memory.resting"	"V142"	-0.107583912	3.08e-53
"681"	"T.cells.CD4.memory.resting"	"V149"	0.168769931	2.33e-129
"682"	"T.cells.CD4.memory.resting"	"V150"	0.065537604	9.7e-21
"683"	"T.cells.CD4.memory.resting"	"V155"	0.039735387	1.53e-08
"684"	"T.cells.CD4.memory.resting"	"V157"	-0.088133145	3.08e-36
"685"	"T.cells.CD4.memory.resting"	"V159"	0.01429718	0.041820044
"686"	"T.cells.CD4.memory.resting"	"V166"	-0.236398713	2.14e-255
"687"	"T.cells.CD4.memory.resting"	"V180"	-0.036475446	2.06e-07
"688"	"T.cells.CD4.memory.resting"	"V184"	0.126180735	1.06e-72
"689"	"T.cells.CD4.memory.resting"	"V189"	-0.043343257	6.71e-10
"690"	"T.cells.CD4.memory.resting"	"V190"	-0.041791174	2.66e-09
"691"	"T.cells.CD4.memory.resting"	"V205"	-0.030567218	1.35e-05
"692"	"T.cells.CD4.memory.resting"	"V219"	0.065066735	1.83e-20
"693"	"T.cells.CD4.memory.resting"	"V222"	-0.058866494	4.99e-17
"694"	"T.cells.CD4.memory.resting"	"V227"	-0.173156598	3.6e-136
"695"	"T.cells.CD4.memory.resting"	"V231"	0.001378336	0.844448816
"696"	"T.cells.CD4.memory.resting"	"V238"	-0.021497046	0.002209999
"697"	"T.cells.CD4.memory.resting"	"V241"	-0.226895428	6.61e-235
"698"	"T.cells.CD4.memory.resting"	"V255"	0.082474195	6.26e-32
"699"	"T.cells.CD4.memory.resting"	"V256"	-0.004956775	0.480436374
"700"	"T.cells.CD4.memory.resting"	"V260"	0.025435904	0.00029303
"701"	"T.cells.CD4.memory.resting"	"V261"	-0.180606673	3.69e-148
"702"	"T.cells.CD4.memory.resting"	"V268"	-0.000801593	0.909153182
"703"	"T.cells.CD4.memory.resting"	"V270"	0.134251217	3.88e-82
"704"	"T.cells.CD4.memory.resting"	"V281"	0.01382585	0.049044713
"705"	"T.cells.CD4.memory.resting"	"V284"	-0.166029207	3.37e-125
"706"	"T.cells.CD4.memory.resting"	"V286"	-0.009486	0.176899974
"707"	"T.cells.CD4.memory.resting"	"V287"	-0.02841059	5.23e-05
"708"	"T.cells.CD4.memory.resting"	"V294"	-0.053485407	2.55e-14
"709"	"T.cells.CD4.memory.resting"	"V308"	-0.016285949	0.020424484
"710"	"T.cells.CD4.memory.resting"	"V327"	0.002099715	0.765020475
"711"	"T.cells.CD4.memory.resting"	"V337"	0.018230063	0.009451838
"712"	"T.cells.CD4.memory.resting"	"V362"	-0.100873566	5.48e-47
"713"	"T.cells.CD4.memory.resting"	"V370"	-0.02900698	3.63e-05
"714"	"T.cells.CD4.memory.resting"	"V375"	-0.121356083	2.38e-67
"715"	"T.cells.CD4.memory.resting"	"V385"	-0.040758768	6.46e-09
"716"	"T.cells.CD4.memory.resting"	"V386"	0.02001973	0.004370651
"717"	"T.cells.CD4.memory.resting"	"V392"	-0.02792512	7.01e-05
"718"	"T.cells.CD4.memory.resting"	"V393"	-0.002822318	0.687862433
"719"	"T.cells.CD4.memory.resting"	"V400"	0.054848743	5.56e-15
"720"	"T.cells.CD4.memory.resting"	"V403"	-0.064916484	2.23e-20
"721"	"T.cells.CD4.memory.resting"	"V405"	0.130426958	1.36e-77
"722"	"T.cells.CD4.memory.resting"	"V423"	0.07233649	6.31e-25
"723"	"T.cells.CD4.memory.resting"	"V431"	-0.081467768	3.41e-31
"724"	"T.cells.CD4.memory.resting"	"V435"	0.004080819	0.561303367
"725"	"T.cells.CD4.memory.resting"	"V451"	0.022713948	0.001221781
"726"	"T.cells.CD4.memory.resting"	"V452"	0.214660384	6.85e-210
"727"	"T.cells.CD4.memory.resting"	"V455"	0.071257991	3.1e-24
"728"	"T.cells.CD4.memory.resting"	"V458"	0.038350585	4.73e-08
"729"	"T.cells.CD4.memory.resting"	"V461"	0.045309962	1.1e-10
"730"	"T.cells.CD4.memory.resting"	"V464"	-0.015763275	0.024829803
"731"	"T.cells.CD4.memory.resting"	"V469"	0.029721752	2.32e-05
"732"	"T.cells.CD4.memory.resting"	"V473"	0.042803722	1.09e-09
"733"	"T.cells.CD4.memory.resting"	"V479"	0.096399887	4.78e-43
"734"	"T.cells.CD4.memory.resting"	"V484"	-0.177496091	4.35e-143
"735"	"T.cells.CD4.memory.resting"	"V493"	-0.019839308	0.004736895
"736"	"T.cells.CD4.memory.resting"	"V504"	-0.159604731	1e-115
"737"	"T.cells.CD4.memory.resting"	"V519"	-0.128075507	7.28e-75
"738"	"T.cells.CD4.memory.resting"	"V527"	0.024579907	0.000466173
"739"	"T.cells.CD4.memory.resting"	"V528"	0.080742318	1.14e-30
"740"	"T.cells.CD4.memory.resting"	"V533"	0.220023182	1.15e-220
"741"	"T.cells.CD4.memory.resting"	"V537"	-0.009098505	0.195251838
"742"	"T.cells.CD4.memory.resting"	"V562"	-0.008687847	0.21618451
"743"	"T.cells.CD4.memory.resting"	"V570"	0.046114465	5.1e-11
"744"	"T.cells.CD4.memory.resting"	"V576"	-0.059617229	2e-17
"745"	"T.cells.CD4.memory.resting"	"V590"	0.018357164	0.008965653
"746"	"T.cells.CD4.memory.resting"	"V592"	-0.01228377	0.080349872
"747"	"T.cells.CD4.memory.resting"	"V611"	-0.119889148	9.17e-66
"748"	"T.cells.CD4.memory.resting"	"V625"	-0.072441723	5.4e-25
"749"	"T.cells.CD4.memory.resting"	"V626"	-0.035300536	4.99e-07
"750"	"T.cells.CD4.memory.resting"	"V628"	-0.245264495	2.32e-275
"751"	"T.cells.CD4.memory.resting"	"V632"	0.057099281	4.13e-16
"752"	"T.cells.CD4.memory.resting"	"V645"	0.001077507	0.878096237
"753"	"T.cells.CD4.memory.resting"	"V648"	0.065363273	1.23e-20
"754"	"T.cells.CD4.memory.resting"	"V657"	0.036566948	1.92e-07
"755"	"T.cells.CD4.memory.resting"	"V658"	0.229267377	6.21e-240
"756"	"T.cells.CD4.memory.resting"	"V662"	-0.014066015	0.045242249
"757"	"T.cells.CD4.memory.resting"	"V663"	0.061494892	1.92e-18
"758"	"T.cells.CD4.memory.resting"	"V675"	-0.250693071	5.41e-288
"759"	"T.cells.CD4.memory.resting"	"V677"	-0.012735099	0.069845121
"760"	"T.cells.CD4.memory.resting"	"V678"	0.073782827	7.19e-26
"761"	"T.cells.CD4.memory.resting"	"V681"	-0.010267602	0.143842411
"762"	"T.cells.CD4.memory.resting"	"V684"	0.124192606	1.8e-70
"763"	"T.cells.CD4.memory.resting"	"V689"	-0.290390449	0
"764"	"T.cells.CD4.memory.resting"	"V702"	0.089011077	6.23e-37
"765"	"T.cells.CD4.memory.resting"	"V703"	-0.010176258	0.147441783
"766"	"T.cells.CD4.memory.resting"	"V710"	0.071810772	1.38e-24
"767"	"T.cells.CD4.memory.resting"	"V719"	-0.141016507	1.64e-90
"768"	"T.cells.CD4.memory.resting"	"V723"	-0.234042101	3.15e-250
"769"	"T.cells.CD4.memory.resting"	"V731"	-0.044403785	2.55e-10
"770"	"T.cells.CD4.memory.resting"	"V743"	-0.05052919	6.14e-13
"771"	"T.cells.CD4.memory.resting"	"V746"	-0.009038037	0.198237177
"772"	"T.cells.CD4.memory.resting"	"V750"	0.070561519	8.56e-24
"773"	"T.cells.CD4.memory.resting"	"V759"	-0.108374121	5.31e-54
"774"	"T.cells.CD4.memory.resting"	"V772"	0.236022163	1.44e-254
"775"	"T.cells.CD4.memory.resting"	"V774"	-0.067562561	6.06e-22
"776"	"T.cells.CD4.memory.resting"	"V790"	-0.040377559	8.92e-09
"777"	"T.cells.CD4.memory.resting"	"V792"	-0.152769863	4.47e-106
"778"	"T.cells.CD4.memory.resting"	"V794"	-0.16531769	3.95e-124
"779"	"T.cells.CD4.memory.resting"	"V802"	-0.091510286	6.04e-39
"780"	"T.cells.CD4.memory.resting"	"V804"	-0.099261156	1.51e-45
"781"	"T.cells.CD4.memory.resting"	"V810"	-0.121120717	4.29e-67
"782"	"T.cells.CD4.memory.resting"	"V814"	-0.004839649	0.490868761
"783"	"T.cells.CD4.memory.resting"	"V817"	-0.07694878	5.33e-28
"784"	"T.cells.CD4.memory.resting"	"V820"	-0.064361905	4.67e-20
"785"	"T.cells.CD4.memory.resting"	"V821"	0.24449652	1.34e-273
"786"	"T.cells.CD4.memory.resting"	"V822"	0.042199755	1.86e-09
"787"	"T.cells.CD4.memory.resting"	"V823"	-0.087186453	1.69e-35
"788"	"T.cells.CD4.memory.resting"	"V830"	0.079126963	1.62e-29
"789"	"T.cells.CD4.memory.resting"	"V834"	0.046084699	5.25e-11
"790"	"T.cells.CD4.memory.resting"	"V838"	-0.141287354	7.42e-91
"791"	"T.cells.CD4.memory.resting"	"V844"	-0.023571427	0.000791195
"792"	"T.cells.CD4.memory.resting"	"V851"	0.08824752	2.5e-36
"793"	"T.cells.CD4.memory.activated"	"V13"	0.007215754	0.304337919
"794"	"T.cells.CD4.memory.activated"	"V14"	0.049604833	1.6e-12
"795"	"T.cells.CD4.memory.activated"	"V17"	-0.030018051	1.92e-05
"796"	"T.cells.CD4.memory.activated"	"V23"	0.000878023	0.900534259
"797"	"T.cells.CD4.memory.activated"	"V25"	0.061005023	3.56e-18
"798"	"T.cells.CD4.memory.activated"	"V27"	-0.227526069	3.09e-236
"799"	"T.cells.CD4.memory.activated"	"V37"	0.161082523	7.19e-118
"800"	"T.cells.CD4.memory.activated"	"V40"	-0.037734465	7.73e-08
"801"	"T.cells.CD4.memory.activated"	"V52"	-0.052375374	8.6e-14
"802"	"T.cells.CD4.memory.activated"	"V54"	0.029957947	1.99e-05
"803"	"T.cells.CD4.memory.activated"	"V67"	-0.016547746	0.018486271
"804"	"T.cells.CD4.memory.activated"	"V68"	-0.114375304	5.57e-60
"805"	"T.cells.CD4.memory.activated"	"V83"	0.040173959	1.06e-08
"806"	"T.cells.CD4.memory.activated"	"V94"	0.03330755	2.11e-06
"807"	"T.cells.CD4.memory.activated"	"V100"	0.00326325	0.642271892
"808"	"T.cells.CD4.memory.activated"	"V112"	-0.039703176	1.57e-08
"809"	"T.cells.CD4.memory.activated"	"V118"	-0.011851651	0.09157628
"810"	"T.cells.CD4.memory.activated"	"V119"	0.052581587	6.88e-14
"811"	"T.cells.CD4.memory.activated"	"V140"	-0.155012018	3.41e-109
"812"	"T.cells.CD4.memory.activated"	"V142"	-0.003303274	0.638196396
"813"	"T.cells.CD4.memory.activated"	"V149"	0.130406043	1.44e-77
