"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"	"mTC"
"428"	"T.cells.CD8"	"V219"	0.19	2.6e-164	21
"429"	"T.cells.CD8"	"V222"	-0.101	1.81e-47	22
"430"	"T.cells.CD8"	"V227"	-0.186	1.34e-157	23
"431"	"T.cells.CD8"	"V231"	0.253	2.69e-293	25
"432"	"T.cells.CD8"	"V238"	-0.197	7.01e-176	26
"433"	"T.cells.CD8"	"V241"	-0.154	7.96e-108	27
"434"	"T.cells.CD8"	"V255"	-0.0538	1.74e-14	29
"435"	"T.cells.CD8"	"V256"	-0.116	2.08e-61	30
"436"	"T.cells.CD8"	"V260"	-0.00856	0.223135354	31
"437"	"T.cells.CD8"	"V261"	-0.233	3.87e-248	32
"438"	"T.cells.CD8"	"V268"	0.192	5.48e-167	33
"439"	"T.cells.CD8"	"V270"	-0.0848	1.23e-33	35
"440"	"T.cells.CD8"	"V281"	0.0753	7.19e-27	36
"441"	"T.cells.CD8"	"V284"	-0.278	0	37
"442"	"T.cells.CD8"	"V286"	-0.095	7.03e-42	38
"443"	"T.cells.CD8"	"V287"	-0.09	9.34e-38	39
"444"	"T.cells.CD8"	"V294"	0.168	9.82e-129	40
"445"	"T.cells.CD8"	"V308"	0.0857	2.19e-34	41
"446"	"T.cells.CD8"	"V327"	0.0236	0.000794449	42
"447"	"T.cells.CD8"	"V337"	0.0543	1.01e-14	43
"448"	"T.cells.CD8"	"V362"	0.0866	4.7e-35	44
"449"	"T.cells.CD8"	"V370"	-0.0739	5.74e-26	46
"450"	"T.cells.CD8"	"V375"	-0.0463	4.2e-11	47
"451"	"T.cells.CD8"	"V385"	0.0853	5.12e-34	48
"452"	"T.cells.CD8"	"V386"	-0.0131	0.061803209	49
"453"	"T.cells.CD8"	"V392"	-0.0943	3.12e-41	50
"454"	"T.cells.CD8"	"V393"	0.108	2.57e-53	51
"455"	"T.cells.CD8"	"V400"	0.122	8.25e-68	53
"456"	"T.cells.CD8"	"V403"	0.00802	0.253833061	54
"457"	"T.cells.CD8"	"V405"	-0.0476	1.23e-11	55
"458"	"T.cells.CD8"	"V423"	0.272	0	56
"459"	"T.cells.CD8"	"V431"	0.0458	7.15e-11	57
"460"	"T.cells.CD8"	"V435"	-0.154	2.43e-107	58
"461"	"T.cells.CD8"	"V451"	-0.186	9.64e-158	59
"462"	"T.cells.CD8"	"V452"	0.247	5.12e-279	60
"463"	"T.cells.CD8"	"V455"	-0.14	2.21e-89	61
"464"	"T.cells.CD8"	"V458"	-0.0872	1.79e-35	62
"465"	"T.cells.CD8"	"V461"	0.0751	9.21e-27	63
"466"	"T.cells.CD8"	"V464"	0.219	9.9e-218	64
"467"	"T.cells.CD8"	"V469"	0.156	4.97e-110	65
"468"	"T.cells.CD8"	"V473"	-0.074	5.03e-26	66
"469"	"T.cells.CD8"	"V479"	0.0289	3.86e-05	67
"470"	"T.cells.CD8"	"V484"	0.0952	5.27e-42	68
"471"	"T.cells.CD8"	"V493"	0.212	3.61e-204	69
"472"	"T.cells.CD8"	"V504"	0.0485	4.81e-12	70
"473"	"T.cells.CD8"	"V519"	0.0859	1.69e-34	71
"474"	"T.cells.CD8"	"V527"	0.293	0	73
"475"	"T.cells.CD8"	"V528"	0.00702	0.317584471	74
"476"	"T.cells.CD8"	"V533"	0.127	3.96e-74	75
"477"	"T.cells.CD8"	"V537"	-0.00327	0.641320627	76
"478"	"T.cells.CD8"	"V562"	-0.118	7.54e-64	78
"479"	"T.cells.CD8"	"V570"	-0.096	1.1e-42	79
"480"	"T.cells.CD8"	"V576"	0.119	1.02e-64	80
"481"	"T.cells.CD8"	"V590"	-0.01	0.153019612	81
"482"	"T.cells.CD8"	"V592"	0.0287	4.31e-05	82
"483"	"T.cells.CD8"	"V611"	0.138	3.96e-86	83
"484"	"T.cells.CD8"	"V625"	0.0214	0.002304753	84
"485"	"T.cells.CD8"	"V626"	-0.0545	8.29e-15	85
"486"	"T.cells.CD8"	"V628"	-0.187	4.89e-158	86
"487"	"T.cells.CD8"	"V632"	-0.151	7.56e-104	87
"488"	"T.cells.CD8"	"V645"	0.0352	5.34e-07	88
"489"	"T.cells.CD8"	"V648"	-0.0915	6.34e-39	89
"490"	"T.cells.CD8"	"V657"	0.126	1.16e-72	90
"491"	"T.cells.CD8"	"V658"	-0.0646	3.33e-20	91
"492"	"T.cells.CD8"	"V662"	-0.0748	1.47e-26	92
"493"	"T.cells.CD8"	"V663"	-0.0182	0.009595855	93
"494"	"T.cells.CD8"	"V675"	-0.0661	4.81e-21	95
"495"	"T.cells.CD8"	"V677"	-0.116	4.42e-62	96
"496"	"T.cells.CD8"	"V678"	0.153	1.12e-106	97
"497"	"T.cells.CD8"	"V681"	0.0451	1.35e-10	99
"498"	"T.cells.CD8"	"V684"	-0.165	2.64e-123	100
"499"	"T.cells.CD8"	"V689"	-0.17	2.19e-131	101
"500"	"T.cells.CD8"	"V702"	-0.12	1.17e-65	102
"501"	"T.cells.CD8"	"V703"	-0.0193	0.006123043	103
"502"	"T.cells.CD8"	"V710"	-0.0508	4.6e-13	104
"503"	"T.cells.CD8"	"V719"	0.0818	1.89e-31	105
"504"	"T.cells.CD8"	"V723"	-0.0908	2.41e-38	106
"505"	"T.cells.CD8"	"V731"	0.0424	1.57e-09	107
"506"	"T.cells.CD8"	"V743"	0.22	1.73e-220	108
"507"	"T.cells.CD8"	"V746"	-0.108	6.44e-54	109
"508"	"T.cells.CD8"	"V750"	-0.223	1.21e-226	110
"509"	"T.cells.CD8"	"V759"	-0.317	0	111
"510"	"T.cells.CD8"	"V772"	-0.0811	6.74e-31	112
"511"	"T.cells.CD8"	"V774"	0.0662	3.95e-21	113
"512"	"T.cells.CD8"	"V790"	0.0952	4.72e-42	114
"513"	"T.cells.CD8"	"V792"	-0.0441	3.39e-10	115
"514"	"T.cells.CD8"	"V794"	0.175	5.03e-139	116
"515"	"T.cells.CD8"	"V802"	0.291	0	117
"516"	"T.cells.CD8"	"V804"	0.173	6.41e-136	118
"517"	"T.cells.CD8"	"V810"	0.127	1.29e-73	119
"518"	"T.cells.CD8"	"V814"	-0.0278	7.69e-05	120
"519"	"T.cells.CD8"	"V817"	-0.0281	6.42e-05	121
"520"	"T.cells.CD8"	"V820"	0.0435	6.07e-10	122
"521"	"T.cells.CD8"	"V821"	0.402	0	123
"522"	"T.cells.CD8"	"V822"	-0.0184	0.008710469	124
"523"	"T.cells.CD8"	"V823"	0.1	1.45e-46	125
"524"	"T.cells.CD8"	"V830"	-0.166	9.69e-125	127
"525"	"T.cells.CD8"	"V834"	0.0446	2.18e-10	128
"526"	"T.cells.CD8"	"V838"	-0.0116	0.099159747	129
"527"	"T.cells.CD8"	"V844"	-0.0775	2.41e-28	130
"528"	"T.cells.CD8"	"V851"	-0.0266	0.000155061	131
"529"	"T.cells.CD4.naive"	"V13"	-0.00975	0.165285123	5
"530"	"T.cells.CD4.naive"	"V14"	0.00517	0.461917394	6
"531"	"T.cells.CD4.naive"	"V17"	-0.205	2.72e-190	15
"532"	"T.cells.CD4.naive"	"V23"	0.06	1.3e-17	24
"533"	"T.cells.CD4.naive"	"V25"	0.193	1.76e-168	28
"534"	"T.cells.CD4.naive"	"V27"	-0.0624	5.69e-19	34
"535"	"T.cells.CD4.naive"	"V37"	-0.053	4.37e-14	45
"536"	"T.cells.CD4.naive"	"V40"	-0.124	8.45e-71	52
"537"	"T.cells.CD4.naive"	"V52"	0.03	1.94e-05	72
"538"	"T.cells.CD4.naive"	"V54"	0.116	6.97e-62	77
"539"	"T.cells.CD4.naive"	"V67"	0.0541	1.3e-14	94
"540"	"T.cells.CD4.naive"	"V68"	0.0198	0.004789471	98
"541"	"T.cells.CD4.naive"	"V83"	0.145	2.93e-96	126
"542"	"T.cells.CD4.naive"	"V94"	0.0854	3.95e-34	132
"543"	"T.cells.CD4.naive"	"V100"	0.0772	3.44e-28	1
"544"	"T.cells.CD4.naive"	"V112"	-0.159	2.37e-115	2
"545"	"T.cells.CD4.naive"	"V118"	-0.15	7.08e-103	3
"546"	"T.cells.CD4.naive"	"V119"	0.111	1.38e-56	4
"547"	"T.cells.CD4.naive"	"V140"	0.0384	4.4e-08	7
"548"	"T.cells.CD4.naive"	"V142"	0.108	2.69e-53	8
"549"	"T.cells.CD4.naive"	"V149"	0.00966	0.169103959	9
"550"	"T.cells.CD4.naive"	"V150"	0.0459	6.4e-11	10
"551"	"T.cells.CD4.naive"	"V155"	0.16	7.49e-116	11
"552"	"T.cells.CD4.naive"	"V157"	0.241	1.42e-264	12
"553"	"T.cells.CD4.naive"	"V159"	-0.00626	0.373160578	13
"554"	"T.cells.CD4.naive"	"V166"	0.224	1.09e-228	14
"555"	"T.cells.CD4.naive"	"V180"	0.00281	0.689457256	16
"556"	"T.cells.CD4.naive"	"V184"	-0.0241	0.000615652	17
"557"	"T.cells.CD4.naive"	"V189"	0.00176	0.801779625	18
"558"	"T.cells.CD4.naive"	"V190"	0.0665	2.8e-21	19
"559"	"T.cells.CD4.naive"	"V205"	0.0644	4.63e-20	20
"560"	"T.cells.CD4.naive"	"V219"	0.0874	1.24e-35	21
"561"	"T.cells.CD4.naive"	"V222"	0.16	1.83e-116	22
"562"	"T.cells.CD4.naive"	"V227"	0.157	1.73e-111	23
"563"	"T.cells.CD4.naive"	"V231"	0.109	5.25e-55	25
"564"	"T.cells.CD4.naive"	"V238"	-0.197	5.55e-177	26
"565"	"T.cells.CD4.naive"	"V241"	-0.00174	0.803844437	27
"566"	"T.cells.CD4.naive"	"V255"	-0.143	8.15e-93	29
"567"	"T.cells.CD4.naive"	"V256"	0.00645	0.358463874	30
"568"	"T.cells.CD4.naive"	"V260"	0.0458	7.19e-11	31
"569"	"T.cells.CD4.naive"	"V261"	0.0164	0.019329009	32
"570"	"T.cells.CD4.naive"	"V268"	0.0875	8.83e-36	33
"571"	"T.cells.CD4.naive"	"V270"	-0.211	3.22e-203	35
"572"	"T.cells.CD4.naive"	"V281"	0.2	8.52e-182	36
"573"	"T.cells.CD4.naive"	"V284"	-0.107	8.52e-53	37
"574"	"T.cells.CD4.naive"	"V286"	-0.0681	3e-22	38
"575"	"T.cells.CD4.naive"	"V287"	0.0375	9.11e-08	39
"576"	"T.cells.CD4.naive"	"V294"	0.143	1.33e-93	40
"577"	"T.cells.CD4.naive"	"V308"	0.0151	0.031311728	41
"578"	"T.cells.CD4.naive"	"V327"	-0.0572	3.8e-16	42
"579"	"T.cells.CD4.naive"	"V337"	-0.0535	2.48e-14	43
"580"	"T.cells.CD4.naive"	"V362"	0.0681	2.87e-22	44
"581"	"T.cells.CD4.naive"	"V370"	-0.025	0.00037512	46
"582"	"T.cells.CD4.naive"	"V375"	-0.0292	3.29e-05	47
"583"	"T.cells.CD4.naive"	"V385"	0.0656	8.84e-21	48
"584"	"T.cells.CD4.naive"	"V386"	0.0207	0.003158298	49
"585"	"T.cells.CD4.naive"	"V392"	0.0829	2.88e-32	50
"586"	"T.cells.CD4.naive"	"V393"	0.147	1.63e-98	51
"587"	"T.cells.CD4.naive"	"V400"	0.0483	6.27e-12	53
"588"	"T.cells.CD4.naive"	"V403"	0.171	3.14e-133	54
"589"	"T.cells.CD4.naive"	"V405"	-0.0566	7.19e-16	55
"590"	"T.cells.CD4.naive"	"V423"	0.0537	2e-14	56
"591"	"T.cells.CD4.naive"	"V431"	0.0798	5.43e-30	57
"592"	"T.cells.CD4.naive"	"V435"	-0.05	1.01e-12	58
"593"	"T.cells.CD4.naive"	"V451"	-0.134	9.12e-82	59
"594"	"T.cells.CD4.naive"	"V452"	-0.0617	1.53e-18	60
"595"	"T.cells.CD4.naive"	"V455"	-0.194	1.14e-171	61
"596"	"T.cells.CD4.naive"	"V458"	-0.136	5.1e-84	62
"597"	"T.cells.CD4.naive"	"V461"	0.0252	0.000333818	63
"598"	"T.cells.CD4.naive"	"V464"	0.165	8.17e-124	64
"599"	"T.cells.CD4.naive"	"V469"	0.137	9.78e-86	65
"600"	"T.cells.CD4.naive"	"V473"	-0.0575	2.69e-16	66
"601"	"T.cells.CD4.naive"	"V479"	0.0636	1.22e-19	67
"602"	"T.cells.CD4.naive"	"V484"	0.11	5.94e-56	68
"603"	"T.cells.CD4.naive"	"V493"	0.149	1.18e-100	69
"604"	"T.cells.CD4.naive"	"V504"	0.0929	4.39e-40	70
"605"	"T.cells.CD4.naive"	"V519"	0.107	4.18e-53	71
"606"	"T.cells.CD4.naive"	"V527"	0.0469	2.46e-11	73
"607"	"T.cells.CD4.naive"	"V528"	0.00475	0.498522448	74
"608"	"T.cells.CD4.naive"	"V533"	-0.0656	8.65e-21	75
"609"	"T.cells.CD4.naive"	"V537"	0.0298	2.22e-05	76
"610"	"T.cells.CD4.naive"	"V562"	-0.023	0.001067039	78
"611"	"T.cells.CD4.naive"	"V570"	0.0639	8.32e-20	79
"612"	"T.cells.CD4.naive"	"V576"	0.0753	6.67e-27	80
"613"	"T.cells.CD4.naive"	"V590"	0.059	4.15e-17	81
"614"	"T.cells.CD4.naive"	"V592"	-0.0893	3.92e-37	82
"615"	"T.cells.CD4.naive"	"V611"	0.222	5.43e-225	83
"616"	"T.cells.CD4.naive"	"V625"	0.0502	8.88e-13	84
"617"	"T.cells.CD4.naive"	"V626"	0.00833	0.235604228	85
"618"	"T.cells.CD4.naive"	"V628"	0.104	5.07e-50	86
"619"	"T.cells.CD4.naive"	"V632"	-0.131	1.67e-78	87
"620"	"T.cells.CD4.naive"	"V645"	0.0271	0.000116831	88
"621"	"T.cells.CD4.naive"	"V648"	-0.106	2.54e-51	89
"622"	"T.cells.CD4.naive"	"V657"	-0.126	5.13e-72	90
"623"	"T.cells.CD4.naive"	"V658"	-0.19	1.24e-163	91
"624"	"T.cells.CD4.naive"	"V662"	0.0751	9.41e-27	92
"625"	"T.cells.CD4.naive"	"V663"	-0.0754	5.61e-27	93
"626"	"T.cells.CD4.naive"	"V675"	0.176	1.42e-140	95
"627"	"T.cells.CD4.naive"	"V677"	-0.066	5.14e-21	96
"628"	"T.cells.CD4.naive"	"V678"	-0.0042	0.549877783	97
"629"	"T.cells.CD4.naive"	"V681"	0.148	3.46e-99	99
"630"	"T.cells.CD4.naive"	"V684"	-0.113	1.05e-58	100
"631"	"T.cells.CD4.naive"	"V689"	0.0446	2.2e-10	101
"632"	"T.cells.CD4.naive"	"V702"	-0.0205	0.003534718	102
"633"	"T.cells.CD4.naive"	"V703"	0.0341	1.19e-06	103
"634"	"T.cells.CD4.naive"	"V710"	-0.0698	2.57e-23	104
"635"	"T.cells.CD4.naive"	"V719"	0.198	1.39e-178	105
"636"	"T.cells.CD4.naive"	"V723"	0.131	5.57e-78	106
"637"	"T.cells.CD4.naive"	"V731"	0.0818	1.81e-31	107
"638"	"T.cells.CD4.naive"	"V743"	0.214	5.12e-209	108
"639"	"T.cells.CD4.naive"	"V746"	0.0737	8.67e-26	109
"640"	"T.cells.CD4.naive"	"V750"	-0.0342	1.14e-06	110
"641"	"T.cells.CD4.naive"	"V759"	-0.146	3.57e-97	111
"642"	"T.cells.CD4.naive"	"V772"	-0.19	1.91e-164	112
"643"	"T.cells.CD4.naive"	"V774"	0.114	3.62e-59	113
"644"	"T.cells.CD4.naive"	"V790"	0.113	6.44e-59	114
"645"	"T.cells.CD4.naive"	"V792"	0.0777	1.53e-28	115
"646"	"T.cells.CD4.naive"	"V794"	0.198	1.28e-178	116
"647"	"T.cells.CD4.naive"	"V802"	0.0723	6.38e-25	117
"648"	"T.cells.CD4.naive"	"V804"	0.173	3.42e-135	118
"649"	"T.cells.CD4.naive"	"V810"	0.0132	0.059994321	119
"650"	"T.cells.CD4.naive"	"V814"	-0.0863	8.15e-35	120
"651"	"T.cells.CD4.naive"	"V817"	-0.0187	0.007907023	121
"652"	"T.cells.CD4.naive"	"V820"	0.106	5.97e-52	122
"653"	"T.cells.CD4.naive"	"V821"	0.215	9.61e-211	123
"654"	"T.cells.CD4.naive"	"V822"	0.0596	2.12e-17	124
"655"	"T.cells.CD4.naive"	"V823"	0.0696	3.34e-23	125
"656"	"T.cells.CD4.naive"	"V830"	-0.0587	6.32e-17	127
"657"	"T.cells.CD4.naive"	"V834"	-0.167	2.51e-126	128
"658"	"T.cells.CD4.naive"	"V838"	0.177	8.5e-142	129
"659"	"T.cells.CD4.naive"	"V844"	-0.0346	8.36e-07	130
"660"	"T.cells.CD4.naive"	"V851"	-0.187	1.21e-158	131
"661"	"T.cells.CD4.memory.resting"	"V13"	-0.144	4.55e-94	5
"662"	"T.cells.CD4.memory.resting"	"V14"	0.0803	2.47e-30	6
"663"	"T.cells.CD4.memory.resting"	"V17"	0.261	2.14059388203635e-313	15
"664"	"T.cells.CD4.memory.resting"	"V23"	0.128	6.37e-75	24
"665"	"T.cells.CD4.memory.resting"	"V25"	-0.211	5.53e-202	28
"666"	"T.cells.CD4.memory.resting"	"V27"	-0.214	1.22e-208	34
"667"	"T.cells.CD4.memory.resting"	"V37"	0.279	0	45
"668"	"T.cells.CD4.memory.resting"	"V40"	0.207	7.34e-196	52
"669"	"T.cells.CD4.memory.resting"	"V52"	0.0189	0.006996165	72
"670"	"T.cells.CD4.memory.resting"	"V54"	-0.0833	1.42e-32	77
"671"	"T.cells.CD4.memory.resting"	"V67"	-0.1	2.89e-46	94
"672"	"T.cells.CD4.memory.resting"	"V68"	-0.195	3.73e-172	98
"673"	"T.cells.CD4.memory.resting"	"V83"	-0.177	8.33e-142	126
"674"	"T.cells.CD4.memory.resting"	"V94"	0.0756	4.31e-27	132
"675"	"T.cells.CD4.memory.resting"	"V100"	-0.278	0	1
"676"	"T.cells.CD4.memory.resting"	"V112"	0.041	5.29e-09	2
"677"	"T.cells.CD4.memory.resting"	"V118"	0.0975	4.92e-44	3
"678"	"T.cells.CD4.memory.resting"	"V119"	0.0383	5.11e-08	4
"679"	"T.cells.CD4.memory.resting"	"V140"	-0.075	1.14e-26	7
"680"	"T.cells.CD4.memory.resting"	"V142"	-0.221	6.53e-222	8
"681"	"T.cells.CD4.memory.resting"	"V149"	0.235	7.48e-253	9
"682"	"T.cells.CD4.memory.resting"	"V150"	0.0312	8.85e-06	10
"683"	"T.cells.CD4.memory.resting"	"V155"	-0.0619	1.1e-18	11
"684"	"T.cells.CD4.memory.resting"	"V157"	-0.282	0	12
"685"	"T.cells.CD4.memory.resting"	"V159"	0.0478	9.45e-12	13
"686"	"T.cells.CD4.memory.resting"	"V166"	-0.416	0	14
"687"	"T.cells.CD4.memory.resting"	"V180"	-0.0699	2.37e-23	16
"688"	"T.cells.CD4.memory.resting"	"V184"	0.228	1.5e-236	17
"689"	"T.cells.CD4.memory.resting"	"V189"	-0.00648	0.356635699	18
"690"	"T.cells.CD4.memory.resting"	"V190"	-0.129	8.72e-76	19
"691"	"T.cells.CD4.memory.resting"	"V205"	0.0609	4.29e-18	20
"692"	"T.cells.CD4.memory.resting"	"V219"	0.0231	0.00101687	21
"693"	"T.cells.CD4.memory.resting"	"V222"	-0.167	1.04e-126	22
"694"	"T.cells.CD4.memory.resting"	"V227"	-0.264	2.92289236079681e-320	23
"695"	"T.cells.CD4.memory.resting"	"V231"	-0.0801	3.05e-30	25
"696"	"T.cells.CD4.memory.resting"	"V238"	0.135	3.84e-83	26
"697"	"T.cells.CD4.memory.resting"	"V241"	-0.284	0	27
"698"	"T.cells.CD4.memory.resting"	"V255"	0.214	5.41e-209	29
"699"	"T.cells.CD4.memory.resting"	"V256"	-0.0275	8.9e-05	30
"700"	"T.cells.CD4.memory.resting"	"V260"	0.0599	1.45e-17	31
"701"	"T.cells.CD4.memory.resting"	"V261"	-0.238	6.18e-260	32
"702"	"T.cells.CD4.memory.resting"	"V268"	-0.133	2.42e-80	33
"703"	"T.cells.CD4.memory.resting"	"V270"	0.363	0	35
"704"	"T.cells.CD4.memory.resting"	"V281"	-0.311	0	36
"705"	"T.cells.CD4.memory.resting"	"V284"	-0.107	1.47e-52	37
"706"	"T.cells.CD4.memory.resting"	"V286"	-0.00688	0.32714776	38
"707"	"T.cells.CD4.memory.resting"	"V287"	0.0228	0.00117821	39
"708"	"T.cells.CD4.memory.resting"	"V294"	-0.273	0	40
"709"	"T.cells.CD4.memory.resting"	"V308"	-0.0557	2.17e-15	41
"710"	"T.cells.CD4.memory.resting"	"V327"	0.144	2.82e-94	42
"711"	"T.cells.CD4.memory.resting"	"V337"	0.029	3.72e-05	43
"712"	"T.cells.CD4.memory.resting"	"V362"	-0.16	6.35e-117	44
"713"	"T.cells.CD4.memory.resting"	"V370"	0.0947	1.26e-41	46
"714"	"T.cells.CD4.memory.resting"	"V375"	-0.188	6.08e-160	47
"715"	"T.cells.CD4.memory.resting"	"V385"	-0.0939	6.24e-41	48
"716"	"T.cells.CD4.memory.resting"	"V386"	0.00783	0.265286208	49
"717"	"T.cells.CD4.memory.resting"	"V392"	-0.00417	0.552763319	50
"718"	"T.cells.CD4.memory.resting"	"V393"	-0.0856	3.03e-34	51
"719"	"T.cells.CD4.memory.resting"	"V400"	0.0121	0.084659449	53
"720"	"T.cells.CD4.memory.resting"	"V403"	-0.174	7.13e-138	54
"721"	"T.cells.CD4.memory.resting"	"V405"	0.243	2.55e-271	55
"722"	"T.cells.CD4.memory.resting"	"V423"	0.108	1.33e-53	56
"723"	"T.cells.CD4.memory.resting"	"V431"	-0.197	3.26e-176	57
"724"	"T.cells.CD4.memory.resting"	"V435"	-0.183	1.5e-151	58
"725"	"T.cells.CD4.memory.resting"	"V451"	0.118	7.37e-64	59
"726"	"T.cells.CD4.memory.resting"	"V452"	0.273	0	60
"727"	"T.cells.CD4.memory.resting"	"V455"	0.287	0	61
"728"	"T.cells.CD4.memory.resting"	"V458"	0.202	1.83e-186	62
"729"	"T.cells.CD4.memory.resting"	"V461"	0.0632	2.22e-19	63
"730"	"T.cells.CD4.memory.resting"	"V464"	-0.212	2.31e-205	64
"731"	"T.cells.CD4.memory.resting"	"V469"	-0.274	0	65
"732"	"T.cells.CD4.memory.resting"	"V473"	0.0686	1.37e-22	66
"733"	"T.cells.CD4.memory.resting"	"V479"	0.157	1.06e-112	67
"734"	"T.cells.CD4.memory.resting"	"V484"	-0.309	0	68
"735"	"T.cells.CD4.memory.resting"	"V493"	-0.188	6.03e-160	69
"736"	"T.cells.CD4.memory.resting"	"V504"	-0.262	4.16768445121619e-315	70
"737"	"T.cells.CD4.memory.resting"	"V519"	-0.23	7.53e-241	71
"738"	"T.cells.CD4.memory.resting"	"V527"	-0.0254	0.000293634	73
"739"	"T.cells.CD4.memory.resting"	"V528"	0.258	3.57e-305	74
"740"	"T.cells.CD4.memory.resting"	"V533"	0.361	0	75
"741"	"T.cells.CD4.memory.resting"	"V537"	-0.011	0.117514464	76
"742"	"T.cells.CD4.memory.resting"	"V562"	0.0373	1.05e-07	78
"743"	"T.cells.CD4.memory.resting"	"V570"	0.0405	8.32e-09	79
"744"	"T.cells.CD4.memory.resting"	"V576"	-0.177	7.15e-143	80
"745"	"T.cells.CD4.memory.resting"	"V590"	0.0991	1.91e-45	81
"746"	"T.cells.CD4.memory.resting"	"V592"	0.147	3.74e-98	82
"747"	"T.cells.CD4.memory.resting"	"V611"	-0.389	0	83
"748"	"T.cells.CD4.memory.resting"	"V625"	-0.135	1.48e-83	84
"749"	"T.cells.CD4.memory.resting"	"V626"	-0.072	1.07e-24	85
"750"	"T.cells.CD4.memory.resting"	"V628"	-0.288	0	86
"751"	"T.cells.CD4.memory.resting"	"V632"	0.275	0	87
"752"	"T.cells.CD4.memory.resting"	"V645"	-0.0816	2.58e-31	88
"753"	"T.cells.CD4.memory.resting"	"V648"	0.119	3.4e-65	89
"754"	"T.cells.CD4.memory.resting"	"V657"	0.147	1.12e-98	90
"755"	"T.cells.CD4.memory.resting"	"V658"	0.318	0	91
"756"	"T.cells.CD4.memory.resting"	"V662"	-0.0354	4.75e-07	92
"757"	"T.cells.CD4.memory.resting"	"V663"	0.125	7.85e-71	93
"758"	"T.cells.CD4.memory.resting"	"V675"	-0.397	0	95
"759"	"T.cells.CD4.memory.resting"	"V677"	-0.0118	0.092505577	96
"760"	"T.cells.CD4.memory.resting"	"V678"	0.0754	5.58e-27	97
"761"	"T.cells.CD4.memory.resting"	"V681"	-0.173	3.55e-135	99
"762"	"T.cells.CD4.memory.resting"	"V684"	0.219	5.57e-218	100
"763"	"T.cells.CD4.memory.resting"	"V689"	-0.332	0	101
"764"	"T.cells.CD4.memory.resting"	"V702"	0.145	3.51e-96	102
"765"	"T.cells.CD4.memory.resting"	"V703"	-0.0226	0.001280332	103
"766"	"T.cells.CD4.memory.resting"	"V710"	0.0933	2.18e-40	104
"767"	"T.cells.CD4.memory.resting"	"V719"	-0.314	0	105
"768"	"T.cells.CD4.memory.resting"	"V723"	-0.402	0	106
"769"	"T.cells.CD4.memory.resting"	"V731"	-0.15	9.43e-102	107
"770"	"T.cells.CD4.memory.resting"	"V743"	-0.287	0	108
"771"	"T.cells.CD4.memory.resting"	"V746"	-0.024	0.000629433	109
"772"	"T.cells.CD4.memory.resting"	"V750"	0.189	1.28e-162	110
"773"	"T.cells.CD4.memory.resting"	"V759"	-0.00143	0.838368136	111
"774"	"T.cells.CD4.memory.resting"	"V772"	0.335	0	112
"775"	"T.cells.CD4.memory.resting"	"V774"	-0.203	5.18e-187	113
"776"	"T.cells.CD4.memory.resting"	"V790"	-0.14	1.07e-88	114
"777"	"T.cells.CD4.memory.resting"	"V792"	-0.283	0	115
"778"	"T.cells.CD4.memory.resting"	"V794"	-0.338	0	116
"779"	"T.cells.CD4.memory.resting"	"V802"	-0.196	3.83e-175	117
"780"	"T.cells.CD4.memory.resting"	"V804"	-0.259	8.7e-308	118
"781"	"T.cells.CD4.memory.resting"	"V810"	-0.179	3e-146	119
"782"	"T.cells.CD4.memory.resting"	"V814"	0.126	5.09e-72	120
"783"	"T.cells.CD4.memory.resting"	"V817"	-0.11	2.95e-55	121
"784"	"T.cells.CD4.memory.resting"	"V820"	-0.133	4.76e-81	122
"785"	"T.cells.CD4.memory.resting"	"V821"	0.13	9.01e-77	123
"786"	"T.cells.CD4.memory.resting"	"V822"	-0.00581	0.407814466	124
"787"	"T.cells.CD4.memory.resting"	"V823"	-0.176	3.89e-140	125
"788"	"T.cells.CD4.memory.resting"	"V830"	0.138	4e-86	127
"789"	"T.cells.CD4.memory.resting"	"V834"	0.153	1.55e-106	128
"790"	"T.cells.CD4.memory.resting"	"V838"	-0.342	0	129
"791"	"T.cells.CD4.memory.resting"	"V844"	0.0577	1.95e-16	130
"792"	"T.cells.CD4.memory.resting"	"V851"	0.146	8.67e-97	131
"793"	"T.cells.CD4.memory.activated"	"V13"	-0.0314	7.96e-06	5
"794"	"T.cells.CD4.memory.activated"	"V14"	0.0434	6.45e-10	6
"795"	"T.cells.CD4.memory.activated"	"V17"	-0.0514	2.34e-13	15
"796"	"T.cells.CD4.memory.activated"	"V23"	0.105	1.08e-50	24
"797"	"T.cells.CD4.memory.activated"	"V25"	0.0203	0.00381492	28
"798"	"T.cells.CD4.memory.activated"	"V27"	-0.293	0	34
"799"	"T.cells.CD4.memory.activated"	"V37"	0.207	8.21e-196	45
"800"	"T.cells.CD4.memory.activated"	"V40"	-0.147	2.13e-98	52
"801"	"T.cells.CD4.memory.activated"	"V52"	-0.0394	2.04e-08	72
"802"	"T.cells.CD4.memory.activated"	"V54"	0.00632	0.368495093	77
"803"	"T.cells.CD4.memory.activated"	"V67"	0.032	5.36e-06	94
"804"	"T.cells.CD4.memory.activated"	"V68"	-0.125	8.53e-72	98
"805"	"T.cells.CD4.memory.activated"	"V83"	0.0851	6.33e-34	126
"806"	"T.cells.CD4.memory.activated"	"V94"	0.00132	0.851356949	132
"807"	"T.cells.CD4.memory.activated"	"V100"	-0.0399	1.29e-08	1
